calendarDate,isOpen,prevTradeDate,isWeekEnd,isMonthEnd,isQuarterEnd,isYearEnd
20201215,1,20201214,0,0,0,0
20201216,1,20201215,0,0,0,0
20201217,1,20201216,0,0,0,0
20201218,1,20201217,1,0,0,0
20201219,0,20201218,0,0,0,0
20201220,0,20201218,0,0,0,0
20201221,1,20201218,0,0,0,0
20201222,1,20201221,0,0,0,0
20201223,1,20201222,0,0,0,0
20201224,1,20201223,0,0,0,0
20201225,1,20201224,1,0,0,0
20201226,0,20201225,0,0,0,0
20201227,0,20201225,0,0,0,0
20201228,1,20201225,0,0,0,0
20201229,1,20201228,0,0,0,0
20201230,1,20201229,0,0,0,0
20201231,1,20201230,0,1,1,1

